use_case,variant,db_label,n,run_id,phase,elapsed_ms,heap_b,comm_bytes,rounds,correct,param_profile
UC2,std,DB1,512,19,eval,72.188,35507048,0,0,false,full
UC2,std,DB1,512,19,decrypt,3.694,1186384,2097152,1,true,full
UC2,std_modsw,DB1,512,19,setup,230.926,70173032,0,0,false,full
UC2,std_modsw,DB1,512,19,precomp,0.000,0,0,0,false,full
UC2,std_modsw,DB1,512,19,encrypt,12.810,7139128,0,0,false,full
UC2,std_modsw,DB1,512,19,eval,72.726,35507048,0,0,false,full
UC2,std_modsw,DB1,512,19,decrypt,5.764,25996984,1048576,1,true,full
UC2,label,DB1,512,19,setup,236.544,70039968,0,0,false,full
UC2,label,DB1,512,19,precomp,0.001,0,0,0,false,full
UC2,label,DB1,512,19,encrypt,15.963,12598304,0,0,false,full
UC2,label,DB1,512,19,eval,97.470,41632352,0,0,false,full
UC2,label,DB1,512,19,decrypt,3.918,4469280,1048576,1,true,full
UC2,std,DB1,512,20,setup,231.859,70304456,0,0,false,full
UC2,std,DB1,512,20,precomp,0.000,0,0,0,false,full
UC2,std,DB1,512,20,encrypt,12.962,7139128,0,0,false,full
UC2,std,DB1,512,20,eval,73.812,35507048,0,0,false,full
UC2,std,DB1,512,20,decrypt,4.452,1186384,2097152,1,true,full
UC2,std_modsw,DB1,512,20,setup,234.108,70039600,0,0,false,full
UC2,std_modsw,DB1,512,20,precomp,0.000,0,0,0,false,full
UC2,std_modsw,DB1,512,20,encrypt,12.624,7139128,0,0,false,full
UC2,std_modsw,DB1,512,20,eval,74.199,35507048,0,0,false,full
UC2,std_modsw,DB1,512,20,decrypt,5.537,25996984,1048576,1,true,full
UC2,label,DB1,512,20,setup,237.023,54281216,0,0,false,full
UC2,label,DB1,512,20,precomp,0.000,0,0,0,false,full
UC2,label,DB1,512,20,encrypt,16.176,12598656,0,0,false,full
UC2,label,DB1,512,20,eval,99.391,61995488,0,0,false,full
UC2,label,DB1,512,20,decrypt,4.097,4469280,1048576,1,true,full
UC2,std,DB2,100000,1,setup,229.741,70039856,0,0,false,full
UC2,std,DB2,100000,1,precomp,0.000,0,0,0,false,full
UC2,std,DB2,100000,1,encrypt,90.193,26251768,0,0,false,full
UC2,std,DB2,100000,1,eval,487.745,84065416,0,0,false,full
UC2,std,DB2,100000,1,decrypt,5.168,1185696,2097152,1,true,full
UC2,std_modsw,DB2,100000,1,setup,229.426,70571936,0,0,false,full
UC2,std_modsw,DB2,100000,1,precomp,0.000,0,0,0,false,full
UC2,std_modsw,DB2,100000,1,encrypt,87.772,26251768,0,0,false,full
UC2,std_modsw,DB2,100000,1,eval,485.356,84065416,0,0,false,full
UC2,std_modsw,DB2,100000,1,decrypt,5.577,25982128,1048576,1,true,full
UC2,label,DB2,100000,1,setup,231.681,75292720,0,0,false,full
UC2,label,DB2,100000,1,precomp,0.000,0,0,0,false,full
UC2,label,DB2,100000,1,encrypt,109.632,47120704,0,0,false,full
UC2,label,DB2,100000,1,eval,602.011,81572800,0,0,false,full
UC2,label,DB2,100000,1,decrypt,4.339,2893720,1048576,1,true,full
UC2,std,DB2,100000,2,setup,223.969,68465776,0,0,false,full
UC2,std,DB2,100000,2,precomp,0.000,0,0,0,false,full
UC2,std,DB2,100000,2,encrypt,90.202,26251768,0,0,false,full
UC2,std,DB2,100000,2,eval,488.435,86172536,0,0,false,full
UC2,std,DB2,100000,2,decrypt,4.720,1185728,2097152,1,true,full
UC2,std_modsw,DB2,100000,2,setup,227.995,54281104,0,0,false,full
