use_case,variant,db_label,n,run_id,phase,elapsed_ms,heap_b,comm_bytes,rounds,correct,param_profile
UC3,std_modsw,DB1,512,17,precomp,0.000,0,0,0,false,full
UC3,std_modsw,DB1,512,17,encrypt,12.629,7139128,0,0,false,full
UC3,std_modsw,DB1,512,17,eval,268.252,53244984,0,0,false,full
UC3,std_modsw,DB1,512,17,decrypt,12.334,6047848,2097152,1,true,full
UC3,label,DB1,512,17,setup,234.527,75821328,0,0,false,full
UC3,label,DB1,512,17,precomp,0.000,0,0,0,false,full
UC3,label,DB1,512,17,encrypt,15.925,12598592,0,0,false,full
UC3,label,DB1,512,17,eval,341.024,62639736,0,0,false,full
UC3,label,DB1,512,17,decrypt,6.944,3813592,2097152,1,true,full
UC3,std,DB1,512,18,setup,234.300,70304568,0,0,false,full
UC3,std,DB1,512,18,precomp,0.000,0,0,0,false,full
UC3,std,DB1,512,18,encrypt,13.726,7139128,0,0,false,full
UC3,std,DB1,512,18,eval,268.321,54298568,0,0,false,full
UC3,std,DB1,512,18,decrypt,8.516,6306136,4194304,1,true,full
UC3,std_modsw,DB1,512,18,setup,231.448,68465776,0,0,false,full
UC3,std_modsw,DB1,512,18,precomp,0.001,0,0,0,false,full
UC3,std_modsw,DB1,512,18,encrypt,12.746,7139128,0,0,false,full
UC3,std_modsw,DB1,512,18,eval,270.908,53245176,0,0,false,full
UC3,std_modsw,DB1,512,18,decrypt,13.517,6047384,2097152,1,true,full
UC3,label,DB1,512,18,setup,234.833,65318960,0,0,false,full
UC3,label,DB1,512,18,precomp,0.000,0,0,0,false,full
UC3,label,DB1,512,18,encrypt,16.405,12598304,0,0,false,full
UC3,label,DB1,512,18,eval,344.115,41891392,0,0,false,full
UC3,label,DB1,512,18,decrypt,5.997,2237600,2097152,1,true,full
UC3,std,DB1,512,19,setup,234.915,70572048,0,0,false,full
UC3,std,DB1,512,19,precomp,0.000,0,0,0,false,full
UC3,std,DB1,512,19,encrypt,12.595,7139128,0,0,false,full
UC3,std,DB1,512,19,eval,276.795,53244984,0,0,false,full
UC3,std,DB1,512,19,decrypt,10.087,-2226368,4194304,1,true,full
UC3,std_modsw,DB1,512,19,setup,235.036,68465664,0,0,false,full
UC3,std_modsw,DB1,512,19,precomp,0.000,0,0,0,false,full
UC3,std_modsw,DB1,512,19,encrypt,14.904,7139128,0,0,false,full
UC3,std_modsw,DB1,512,19,eval,268.222,53244984,0,0,false,full
UC3,std_modsw,DB1,512,19,decrypt,12.120,30071712,2097152,1,true,full
UC3,label,DB1,512,19,setup,235.719,70304696,0,0,false,full
UC3,label,DB1,512,19,precomp,0.000,0,0,0,false,full
UC3,label,DB1,512,19,encrypt,14.496,12598560,0,0,false,full
